-1.34	23.10	2.34553098041e-133
-1.34	23.30	9.7099638156e-130
-1.34	23.50	2.42394088215e-126
-1.34	23.70	3.70297170123e-123
-1.34	23.90	4.0136115041e-120
-1.34	24.10	6.29074086025e-117
-1.34	24.30	1.72697038913e-113
-1.34	24.50	3.7309836504e-110
-1.34	24.70	4.99273722105e-107
-1.34	24.90	4.0323561155e-104
-1.34	25.10	1.96094891282e-101
-1.34	25.30	5.74077759334e-99
-1.34	25.50	1.01172906505e-96
-1.34	25.70	1.07336168208e-94
-1.34	25.90	6.85513862679e-93
-1.34	26.10	2.63557078013e-91
-1.34	26.30	6.09988172001e-90
-1.34	26.50	8.49878851916e-89
-1.34	26.70	8.69421632681e-88
-1.34	26.90	1.2759735992e-82
-1.34	27.10	6.25821156133e-77
-1.34	27.30	1.84781858124e-71
-1.34	27.50	3.2844050177e-66
-1.34	27.70	3.51432863698e-61
-1.34	27.90	2.26368672193e-56
-1.34	28.10	8.77765612642e-52
-1.34	28.30	2.04893928741e-47
-1.34	28.50	2.87917395087e-43
-1.34	28.70	2.43553854096e-39
-1.34	28.90	1.24025331333e-35
-1.34	29.10	3.80201716226e-32
-1.34	29.30	7.01626586829e-29
-1.34	29.50	7.79446460906e-26
-1.34	29.70	5.21260515259e-23
-1.34	29.90	2.09851296163e-20
-1.34	30.10	5.0857706427e-18
-1.34	30.30	7.41976537782e-16
-1.34	30.50	6.51646192553e-14
-1.34	30.70	3.44525870841e-12
-1.34	30.90	1.09652895376e-10
-1.34	31.10	2.10090616615e-09
-1.34	31.30	2.42315667429e-08
-1.34	31.50	1.68245951391e-07
-1.34	31.70	7.03227809616e-07
-1.34	31.90	1.76943958529e-06
-1.34	32.10	2.68017855842e-06
-1.34	32.30	2.44388072194e-06
-1.34	32.50	1.34148113646e-06
-1.34	32.70	4.43279270247e-07
-1.34	32.90	8.81776584038e-08
-1.34	33.10	1.05591264031e-08
-1.34	33.30	7.61177081337e-10
-1.34	33.50	3.30317593227e-11
-1.34	33.70	8.62910979887e-13
-1.34	33.90	1.35702726099e-14
-1.34	34.10	1.28469323375e-16
-1.34	34.30	7.32147508607e-19
-1.34	34.50	2.51180562384e-21
-1.34	34.70	5.1875435487e-24
