-0.82	28.50	6.81757032526e-117
-0.82	28.70	1.78791499003e-110
-0.82	28.90	2.92048358167e-104
-0.82	29.10	2.96902738721e-98
-0.82	29.30	1.87772539437e-92
-0.82	29.50	7.38582208294e-87
-0.82	29.70	1.8065602596e-81
-0.82	29.90	2.74762729302e-76
-0.82	30.10	2.59833482293e-71
-0.82	30.30	1.5277529116e-66
-0.82	30.50	5.58502997275e-62
-0.82	30.70	1.26942983405e-57
-0.82	30.90	1.79391011059e-53
-0.82	31.10	1.57615998294e-49
-0.82	31.30	8.61007460436e-46
-0.82	31.50	2.92428816087e-42
-0.82	31.70	6.17504100376e-39
-0.82	31.90	8.10710574305e-36
-0.82	32.10	6.61756287171e-33
-0.82	32.30	3.35843172706e-30
-0.82	32.50	1.05969567177e-27
-0.82	32.70	2.0788922188e-25
-0.82	32.90	2.5356479565e-23
-0.82	33.10	1.92287966417e-21
-0.82	33.30	9.06611910324e-20
-0.82	33.50	2.65764455956e-18
-0.82	33.70	4.84371448671e-17
-0.82	33.90	5.48866009627e-16
-0.82	34.10	3.86687647404e-15
-0.82	34.30	1.69379334788e-14
-0.82	34.50	4.61282212785e-14
-0.82	34.70	7.81050572882e-14
-0.82	34.90	8.22238415807e-14
-0.82	35.10	5.38173778293e-14
-0.82	35.30	2.190048296e-14
-0.82	35.50	5.54348730497e-15
-0.82	35.70	1.20020703262e-15
-0.82	35.90	2.74249153424e-14
-0.82	36.10	1.41444714861e-12
-0.82	36.30	4.54973099448e-11
-0.82	36.50	9.09898013183e-10
-0.82	36.70	1.13137326319e-08
-0.82	36.90	8.74631942655e-08
-0.82	37.10	4.20389161738e-07
-0.82	37.30	1.25628872644e-06
-0.82	37.50	2.33446339649e-06
-0.82	37.70	2.70022807594e-06
-0.82	37.90	1.96355173919e-06
-0.82	38.10	9.7994622571e-07
-0.82	38.30	5.45116212493e-07
-0.82	38.50	5.43501461942e-07
-0.82	38.70	5.18199260977e-07
-0.82	38.90	3.27151731649e-07
-0.82	39.10	1.29301667209e-07
-0.82	39.30	3.17966178655e-08
-0.82	39.50	4.86180100753e-09
-0.82	39.70	4.62194767063e-10
-0.82	39.90	2.73201785797e-11
-0.82	40.10	1.0047218981e-12
-0.82	40.30	2.31667946866e-14
-0.82	40.50	3.66080610749e-16
-0.82	40.70	7.26286934086e-18
-0.82	40.90	3.12823185884e-19
-0.82	41.10	1.25621590675e-20
-0.82	41.30	3.27612788965e-22
-0.82	41.50	5.33140174032e-24
-0.82	41.70	5.39580901916e-26
-0.82	41.90	3.39539919539e-28
-0.82	42.10	1.3285346873e-30
-0.82	42.30	3.23691021095e-33
-0.82	42.50	5.02747828954e-36
-0.82	42.70	6.77286632761e-39
-0.82	42.90	2.36471995255e-41
-0.82	43.10	1.26402230905e-43
-0.82	43.30	4.66846880202e-46
-0.82	43.50	1.07945939921e-48
-0.82	43.70	3.92977613372e-51
-0.82	43.90	3.93329622601e-50
-0.82	44.10	4.0489273265e-49
-0.82	44.30	2.59163549239e-48
-0.82	44.50	1.0313741437e-47
-0.82	44.70	2.5519072803e-47
-0.82	44.90	3.92572357986e-47
-0.82	45.10	3.75474722552e-47
-0.82	45.30	2.23278995396e-47
-0.82	45.50	8.25508706476e-48
-0.82	45.70	1.89765136353e-48
-0.82	45.90	2.71513598778e-49
-0.82	46.10	2.49961826575e-50
-0.82	46.30	2.92049029261e-51
-0.82	46.50	1.79361914457e-51
-0.82	46.70	1.19622778872e-51
-0.82	46.90	5.08184269573e-52
-0.82	47.10	1.34328317532e-52
-0.82	47.30	2.20765138328e-53
-0.82	47.50	2.25579639589e-54
-0.82	47.70	1.43309662975e-55
-0.82	47.90	5.66053151387e-57
-0.82	48.10	1.39009701864e-58
-0.82	48.30	2.12245833031e-60
-0.82	48.50	2.01483457434e-62
-0.78	28.50	2.44925443274e-114
-0.78	28.70	5.83385807511e-108
-0.78	28.90	8.72547119024e-102
-0.78	29.10	8.16076600064e-96
-0.78	29.30	4.76119931587e-90
-0.78	29.50	1.73032394298e-84
-0.78	29.70	3.91390205243e-79
-0.78	29.90	5.50759839993e-74
-0.78	30.10	4.82025359014e-69
-0.78	30.30	2.62342100924e-64
-0.78	30.50	8.87809752562e-60
-0.78	30.70	1.86812062395e-55
-0.78	30.90	2.44405676891e-51
-0.78	31.10	1.98807340587e-47
-0.78	31.30	1.00545944149e-43
-0.78	31.50	3.16159036683e-40
-0.78	31.70	6.18093750109e-37
-0.78	31.90	7.51294380793e-34
-0.78	32.10	5.67770186746e-31
-0.78	32.30	2.66772751576e-28
-0.78	32.50	7.79321524103e-26
-0.78	32.70	1.41546170628e-23
-0.78	32.90	1.59840117257e-21
-0.78	33.10	1.12222423743e-19
-0.78	33.30	4.89868683235e-18
-0.78	33.50	1.32949246102e-16
-0.78	33.70	2.24335626077e-15
-0.78	33.90	2.353513975e-14
-0.78	34.10	1.53511698843e-13
-0.78	34.30	6.22547275115e-13
