.1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.4	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.5	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.6	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.7	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.8	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
.9	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.4	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.5	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.6	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.7	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.8	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
1.9	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.4	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.5	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.6	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.7	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.8	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
2.9	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.4	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.5	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.6	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.7	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.8	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
3.9	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.4	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.5	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.6	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.7	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.8	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
4.9	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
5	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
5.1	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
5.2	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
5.3	 0	167.4	183.159	176.23074775562844932844932845	2.07592204870652	8190
