1.18	44.10	0.0
1.18	44.30	0.0
1.18	44.50	0.0
1.18	44.70	0.0
1.18	44.90	0.0
1.18	45.10	0.0
1.18	45.30	8.34970941472e-322
1.18	45.50	4.83761651859e-315
1.18	45.70	1.98217618742e-308
1.18	45.90	5.75365853876e-302
1.18	46.10	1.18314215371e-295
1.18	46.30	1.72353769169e-289
1.18	46.50	1.7786711322e-283
1.18	46.70	1.30035383102e-277
1.18	46.90	6.73470287804e-272
1.18	47.10	2.47096362834e-266
1.18	47.30	6.42251724596e-261
1.18	47.50	1.18259276919e-255
1.18	47.70	1.5426101093e-250
1.18	47.90	1.42550301701e-245
1.18	48.10	9.33192247595e-241
1.18	48.30	4.32777942161e-236
1.18	48.50	1.42183803135e-231
1.18	48.70	3.30922387823e-227
1.18	48.90	5.45623649358e-223
1.18	49.10	6.37310738661e-219
1.18	49.30	5.27351639528e-215
1.18	49.50	3.09129448098e-211
1.18	49.70	1.28372343719e-207
1.18	49.90	3.77653553757e-204
1.18	50.10	7.8705792296e-201
1.18	50.30	1.16201257587e-197
1.18	50.50	1.21536290032e-194
1.18	50.70	9.0051745602e-192
1.18	50.90	4.72682267539e-189
1.18	51.10	1.75767064051e-186
1.18	51.30	4.63016748649e-184
1.18	51.50	8.64189633609e-182
1.18	51.70	2.30386722384e-178
1.18	51.90	2.74806726077e-171
1.18	52.10	2.44394537322e-164
1.18	52.30	1.54011580134e-157
1.18	52.50	6.8770562939e-151
1.18	52.70	2.17585421847e-144
1.18	52.90	4.87782911644e-138
1.18	53.10	7.74792297165e-132
1.18	53.30	8.71964911306e-126
1.18	53.50	6.95282759398e-120
1.18	53.70	3.92795934579e-114
1.18	53.90	1.57220965685e-108
1.18	54.10	4.45848449186e-103
1.18	54.30	8.95763184876e-98
1.18	54.50	1.27504213093e-92
1.18	54.70	1.28581306766e-87
1.18	54.90	9.18649914305e-83
1.18	55.10	4.64984394382e-78
1.18	55.30	1.66740213997e-73
1.18	55.50	4.23597822846e-69
1.18	55.70	7.62388687246e-65
1.18	55.90	9.72090499832e-61
1.18	56.10	8.78097698285e-57
1.18	56.30	5.61931502184e-53
1.18	56.50	2.54757503805e-49
1.18	56.70	8.1822444683e-46
1.18	56.90	1.86173856302e-42
1.18	57.10	3.00099131929e-39
1.18	57.30	3.42696529448e-36
1.18	57.50	2.77238030368e-33
1.18	57.70	1.58888813676e-30
1.18	57.90	6.45105312364e-28
1.18	58.10	1.85551348607e-25
1.18	58.30	3.78088348424e-23
1.18	58.50	5.45780088147e-21
1.18	58.70	5.58131938372e-19
1.18	58.90	4.04343515549e-17
1.18	59.10	2.07519150558e-15
1.18	59.30	7.54500801653e-14
1.18	59.50	1.94336746814e-12
1.18	59.70	3.54604401521e-11
1.18	59.90	4.58383412845e-10
1.18	60.10	4.19773946467e-09
1.18	60.30	2.72349343927e-08
1.18	60.50	1.25210525643e-07
1.18	60.70	4.08167270511e-07
1.18	60.90	9.45574572337e-07
1.18	61.10	1.56889954559e-06
1.18	61.30	1.91326326126e-06
1.18	61.50	1.84931531691e-06
1.18	61.70	1.64746847862e-06
1.18	61.90	1.50900989151e-06
1.18	62.10	1.29646841565e-06
1.18	62.30	8.99122544672e-07
1.18	62.50	4.69611476998e-07
1.18	62.70	1.85180944486e-07
1.18	62.90	5.8293083607e-08
1.18	63.10	1.5979884545e-08
1.18	63.30	4.15184730962e-09
1.18	63.50	2.50749100001e-09
1.18	63.70	1.04007081742e-08
1.18	63.90	4.47805414967e-08
1.18	64.10	1.38348635119e-07
1.18	64.30	3.02909822603e-07
1.18	64.50	4.69840737849e-07
1.18	64.70	5.16276591156e-07
1.18	64.90	4.01894830168e-07
1.18	65.10	2.2166060977e-07
1.18	65.30	8.67366485749e-08
1.18	65.50	2.45057923619e-08
1.18	65.70	6.12661340152e-09
1.18	65.90	3.40168581479e-09
1.18	66.10	3.90003728998e-09
1.18	66.30	3.86394184454e-09
1.18	66.50	2.79222938288e-09
1.18	66.70	1.44986181768e-09
1.18	66.90	5.39923421456e-10
1.18	67.10	1.44091537335e-10
1.18	67.30	2.75431578908e-11
1.18	67.50	3.77340811313e-12
1.18	67.70	3.75182544488e-13
1.18	67.90	3.04648777292e-14
1.18	68.10	3.60331649195e-15
1.18	68.30	8.52173230846e-16
1.18	68.50	1.99816669222e-16
1.18	68.70	3.46866001583e-17
1.18	68.90	4.28558171419e-18
1.18	69.10	3.75283034158e-19
1.18	69.30	2.32820356501e-20
1.18	69.50	1.0232380662e-21
1.18	69.70	3.18586976347e-23
1.18	69.90	7.02780049413e-25
1.18	70.10	1.10003643708e-26
1.18	70.30	1.25854281865e-28
1.18	70.50	1.78110376159e-30
1.18	70.70	1.39984832743e-31
1.18	70.90	1.87872582812e-32
1.18	71.10	2.44233386383e-33
1.18	71.30	3.04021876308e-34
1.18	71.50	3.27562792114e-35
1.18	71.70	2.73832195659e-36
1.18	71.90	1.67742682716e-37
1.18	72.10	7.37182035892e-39
1.22	44.10	0.0
1.22	44.30	0.0
1.22	44.50	0.0
1.22	44.70	0.0
1.22	44.90	0.0
1.22	45.10	6.2252271376e-320
1.22	45.30	4.0316979686e-313
1.22	45.50	1.84969409214e-306
1.22	45.70	6.01177672694e-300
1.22	45.90	1.38419345056e-293
1.22	46.10	2.2577806724e-287
1.22	46.30	2.60890175978e-281
1.22	46.50	2.13562361377e-275
1.22	46.70	1.23846208836e-269
1.22	46.90	5.08781993538e-264
1.22	47.10	1.48071597726e-258
1.22	47.30	3.05283130315e-253
1.22	47.50	4.45887054576e-248
1.22	47.70	4.61357871661e-243
1.22	47.90	3.38175405883e-238
1.22	48.10	1.75605097588e-233
1.22	48.30	6.45986186549e-229
1.22	48.50	1.68345052626e-224
1.22	48.70	3.10791045838e-220
1.22	48.90	4.06469208543e-216
1.22	49.10	3.76597835517e-212
1.22	49.30	2.4718322895e-208
1.22	49.50	1.149347079e-204
1.22	49.70	3.78594591554e-201
